Review,Mark
"Пока все супер, молодца, доволен вашими услугами!!! Все как заявлено в тарифе! У меня 3 мбит за 300 р. Город Уфа, тока вот сделали б еще 100 мбит ночью на внешку и цены б не было этому провайдеру!",1
"Скорость ниже заявленной раз в 8-9, при заявленной 12Мб днем реально имеем 0,8Мб с пингом до Барнаула в 400-600 (http://www.speedtest.net/). Внутренние ресурсы настолько убогие, что обсуждение даже не подлежат, да собственно внутренними их назвать сложно, тк раздающих в Барнауле никогда нет. Сервисное обслуживание ужасное - месяцами придумываются байки о загадочных вирусных атаках, хотя в дальнейшем приносят извинения, что у них были проблемы с оборудованием.... Помощи от тех. поддержки не дождешься: обещают перезвонить, но звонка не следует за этим. Когда сам звонишь, говорят - от вас обращений не было.
Был подключен к Интелеке, ВебСтриму ранее, были и к ним замечания, но по сравнению с Dom.ru они просто идеальны.",0
"Был у меня подключён киевстар. А когда мне надоело завидовать тем людям которые могу смотреть в онлайне фильмы в HD-качестве, я перешёл на ХомНет. И знаете что? Надо мной перестали насмехаться друзья. Сравнив тарифные планы, друг перешёл с сэтилайта.",0
"Уже 5 дней ни тернета, ни телевидения, техподдержка кормит ""завтраками"" и извинениями, а ни причину, ни сроки восстановления озвучить не могут. А ведь раньше все было ок, хорошая скорость, отрубание крайне редкие и восстанавливали быстро.",1
"Для ""лояльных клиентов"" на Воле предусмотрен ""бонус""-на 5 дней в месяц включается ""максимальная скорость"". Стоимость этой ""услуги"" 1(одна) копейка! Сейчас у меня входящая скорость около 2 мб/сек при оплаченных 30мб/сек. Игры, как в детском саду!",1
"Пользуюсь услугами SkyNet уже 10 лет, серьезных проблем никогда не было. Конечно, раз-два в год что-нибудь ломается, но не надолго. Радует, что есть бесплатный внешний IP. Слышал негативные отзывы о скайнете от пользователей в моем доме, говорят, что часто отсутствует интернет и маленькая скорость. Но, я думаю, что это проблемы с оборудованием у этих пользователей, т. к. я подключенный к тому же самому оборудованию провайдера проблем не испытываю.
Сейчас в отзывах прочитал, про то что на новых тарифах поддерживается заявленная скорость — пойду менять тариф. Хотя, похоже, и на архивном «Огне» мне хватает скорости, раз я на это никогда не обращал внимания.",1
Как бороться с этим? В доме оборудование рассчитано на десяток абонентов а пользуется сто. Дозвониться в техподдержку нереально вообще. Из десятков звонков ни одного раза не удалось связаться с живым человеком.,1
"Был МТС, замучился с ними вообще! никогда ничего не добьешься, скорость ниже заявленной постоянно минимум в два раза! Собрался поменять, в это время стали делать капиталку дома и предложили МГТС, согласился, но на подключении не присутствовал, приехал домой посмотрел договор, сразу проверил скорость (по договору 40 Мбит) оказалось 15 максимум что получилось, позвонил по указанному тел. все узнал, разговорил девушку и ОКАЗЫВАЕТСЯ мля это тот же самый МТС (буть ты про..т), и снова головняк, ищу нового провайдера! МТС самый худший провайдер кот. только встречал, связь тоже самое (постоянно пропадают деньги!) ИЗБЕГАЙТЕ ЭТИХ МОШЕННИКОВ!",1
"Я начну с плюсов:
1.Скорость 7 Мбит/с очень соответствует цене+трафику
2.Последнее время бесплатное проводное подключение в некоторых домах страны
3.В справке при ошибках можно увидеть код ошибки и просмотреть о ней всё
4.Если у вас закончились деньги на балансе то можно будет всё ровно зайти в личный кабинет
Теперь минусы:
1.Иногда бывает что по вечерам выскакивает ошибка о том что идёт тех работы или что то подобное и она минут 30 будет висеть у вас
2.Когда подключил интернет(проводной) то было трудно настроить в плане того что бы нормально панель подключения работала",0
"провайдер плохой, большие пинги, скорость не соответствует тарифу, при заявленой скорости 1280кб/с тесты показывают 550-610кб/с.",1
"Качественный,Хороший интернет никогда нету сбоев и все работает на ура!поддержка всегда на высоте...билайн один из замых быстрых интернетов не правда ли?!",0
"Немножко плохое качество ну и ладно
подключайте хороший интернет
скорость отличная
это то что я видел в жизни
спасибо ваша служба
работайте дальше желаю вам отличной работы",0
"Нет устойчивой связи с интернетом, не поддерживается рекомендуемая скорость соединения.Невозможность просмотра файлов в on-line.",1
"Купил комплект мтс 3G модем с тарифом коннект2 и услугой Безлимит онлайн,почти доволен. Скорость, конечно, не стабильна, с 20 до 22 вечера бывает кризис )),а ночью до 2 Мбит/с! при заявленных 512Кб/с.",1
"Я из райцентра. Постоянные сбои в связи. Неквалифицированные кадры. Помрешь, пока дождешься даже таких кадров. Вопросы, которые можно решить по сети в течении 10 минут, переваливают на этих же кадров, которых ждать не менее суток.",1
"Очень доволен данным провайдером. До этого пользовался и МТС и Билайн. Остановился на Мегафоне, работаю больше года. Предоставляет очень качественные услуги. Работает без сбоев и каких-либо нареканий. По тарифному плану после девятого месяца плачу 350 р. Считаю, что данный провайдер самый лучший из всех с кем я работал.",0
При заявленной скорости до 4 Мбит/с по результатам измерения от 1.6 Мбит/ до 400 Кбит/с - просто нет слов!,1
"Интернет настолько шикарен, что я просто в шоке.
Скорость просто рвёт телефонные провода, по которым идёт ADSL интернет, отчего у меня постоянно мигает показатель DSL.

Я давно прошу интернет провайдера сбросить мне скорость, 999 тысяч терабайт это слишком для меня!!!
Я им говорю «ребята, Вы что? провода сгорают от такой скорости», а они говорят извините, за 0.99 $ мы не можем предоставить меньшую скорость.
Я говорю заплачу 0.01 $ сбросьте скорость пожалуйста, а они завелись типа нет и всё тут.

В общем не знаю что делать, видео на ютубе в 4к длиною в час загружаются за ~18 секунд.
Уже 28й раз меняю свою проводку дома, стабилизатор за миллиард долларов не помогает.

Такой ультра скорости я не ожидал.
И ладно-бы хоть когда-нибудь сеть обрывалась, так нет ведь! Постоянно онлайн. Вот уж назвали компанию.",0
"Йота, да что б у тебя секс был такой же как интернет. То не заходит, то вылетает, то вообще нет. Просто не возможно, не покупайте этих недойотовццев, скорость режут как хотят.",1
"Здравствуйте! Хочу пожаловаться на данного провайдера. Жене в прямом смысле впарили приставку интернет ТВ, соединение пропало, а дозвониться до оператора или техником вообще невозможно. За что я только плачу 600 с лишним рублей…",1
"Скорость соответствует заявленной. Цену хотелось бы пониже, но и скорость можно побольше. Для онлайн игр вполне приемлемый пинг.",0
"Волгоград [р-н Спартановка]

ну, у вас же есть подключение? — значит работает…

01.10.2018 Скорость интернета почти ноль, 0.3 мегабита (380kbps). За неделю «до» комп сожрал трафик. Оказалось

сменили время «ночного безлимита». Оксанка, из техподдержки, на вопрос «почему меня не проинформировали, согласно

обязательствам договора», ответ, — наш разговор перешел разговор личного характера и разъединила. После долбежки

тех.поддержки по вопросу почему скорость инета 0.3, прислали «квест»: проверьте модем, суньте сим в др. устройство,

сбегай получи новую. DONE! Долблю по-новой: чувачок говорит, давай 10 минут перерыв и я «перезагружу» твою сим. Океееей.

Держу паузу. Звоню. Отвечает (…внезапно…) уже другой дружок-пирожок и (тоже грамотно выдержав паузу, «проверив» мой

район проживания [ага ;)]) с гордостью обЪявляет: в вашем районе ведется строительство новой базовой станции. Почитав

отзывы, — «они» круглый год строят новые БС.

    Говорю, мол, «Когда?!..». — Терпите. (за терпил нас всех держат…) -Не волнуйтесь, ждите. -Неделю, месяц, сколько?!

-Не знаю, не волнуйтесь. -А я волнуюсь: F1, хабиб vs конор, ютаб… даже ваша пчелайновская офф.страница грузится минуту.

Бабки заплачены, интернет не РАБОТАЕТ!!!

-ну, у вас же есть подключение? — значит работает…

ЗАНАВЕС.

Шо дальше… Роспотреб, Прокуроры… Oo форумы, форумы, форумы.

PS. Была 10-16 мегабит (ночь).
PS2 (update 13.10.2018). За неделю 3blи с тех.поддержкой вообще отрубили на сутки инет. Конечно же обещали позвонить, ну-ну… Через сутки звоню: «чё типо как Oo». И оператор на втором уровне поддержки удачно нажал по «батонам» и интернет заработал. Чувак с гордостью поспешил сообщить что надо смотреть договор в котором ясно указана скорость в 384kbps. По текущим меркам — это не интернет… Спрашиваю: а как так после изменения моего тарифного плана появился лимит в 50 гигобайт, но и поднятая до разумного предела скорость до 10 мегабит. Тариф логичен — высокая скорость, вот тебе лимит. А теперь получается после трех лет использования, скорость оказывается не являлась изменением в моём тарифе. То есть оффициально — 384. Где логика? Я этот-то лимит при такой скорости не потреблю.
Ответ был прост: не нравится, — чеши отсюда…

почитав отзывы, выяснил: все «они» в той или иной степени мухлюют и приписывают «нужные» опсосу нюансы в договора.

ВЫВОД: гуглите в яндексе, читайте актуальные отзывы, изучайте те самые нюансы и перед подписанием тщательно изучайте договор.
потребитель голосует рублем, не будьте стадом: не нравится — не бери.

[ДИКТУЙ ОПЕРАТОРУ СВОИ УСЛОВИЯ!!!]",1
"Скорость соответствует заявленной. Технические проблемы бывают редко. И, главное, адекватная и вежливая служба поддержки!!! Кто перешел с ТВТ, тот поймет). НО! Дорого. То, что Домру дает за 550 р. в Ростелекоме уже за 300.",0
"Пользуюсь с декабря 2012, пока все устраивает, скорость соответствует моему тарифу до 40/Мб, замечание техподдержке, по моему мнению абсолютно не профессиональные люди принимают вызовы и порой вообще ничего не понимают в среде IT(",0
"Кончилось лето и закончился интернет от Мегафона-постоянные обрывы связи.скорость до 150 Кбит/с в максимуме!Новая фишка от тех.поддержки-у нас всё нормально,это у Вас что-то,не нравиться-оформляйте претензию-срок рассмотрения-30(!!!)дней!ЭТО НОРМАЛЬНО?Д...ЛЫ-ОДНИМ СЛОВОМ!!!",1
"качественный и стабильный интернет,  работает без сбоев и неполадок, доволен в общем, не имею желания переходить к другому оператору и не имею претензий",0
"По договору отказаться от них нельзя и более того, с другими заключить договор тоже. 11700 за 8 гигов и а 2 мегабита, это же ппц просто. в то время как безлимитка 100 мегабит не более 1500р. стоит. ВОРОВСТВО. МОНОПОЛИСТЫ. Где отдел по борьбе с монополией? Реальная обдираловка без зазрения совести.Кто подпишет не читая договор, тем дальше жизни нет. считай 50т. будете отдавать за перерасход и ещё телефон туда же.",1
"Пользуюсь им уже шесть лет и ни разу скорость не превышала 2 Мбит/с. Средняя — 1.2 Кбит/с. Но ни чего не поделаешь это единственный провайдер в моем регионе, который предлагает безлимит… Так что платишь и радуешься! Из плюсов — остальные проблемы решает быстро и качественно (из за погоды не было интернета 2 дня я позвонил и мне эти дни продлили без всяких письменных заявлений!",0
Подлецы и обманщики. Скорость - отстой полный. Тех. поддержка никакая. Все сваливают друг на друга. Сраные монополисты.,1
"Не советую. Постоянные пропадания интернета, низкая скорость, высокая цена и ужасная работа сотрудников.",0
"Очень нравится, быстрый и легко менять скорость, если нужно можно взять с собой.
Единственный минус- способы оплаты.",0
"Обрывы часто, когда качаешь не с торента оставить без присмотра равно начать все с начала. 650р в месяц итак уже жирно за обрывы=(",1
Заявлено 6Мб/с вот что на деле   и это замер с ноутбука по Wi-Fi а чисто от модема бывает и больше 6Мб/с!,1
"Абсолютно идеальный провайдер в Хабаровске. Скорости хватает за глаза, технических неполадок почти нет, а если и есть то из-за ростелекома. В целом доволен и качество, и ценой.",0
"Переехали недавно из Тольятти, искали, чей интернет поставить.И, о счастье, оказывается в нашем доме есть ИнфоЛада — так что мы опять вместе! Раньше все устраивало, сейчас поглядим, но надеюсь, что и самарские спецы не подведут. Да и цены приятно удивили, интересно, почему в Тольятти таких не было? Хоть в этом повезло.",1
"сидел на корбине, подключился к сумме, по тарифу 20Мб/с, по тестам 5-6 почти всегда.
шнурок от свича в квартиру 2 пары. имхо и жены у билайна-корбины быстрее было, хотя и заявленные скорости ниже. хорошо, что в билайне временную блокирову сделал, вернусь наверное. 
кстати, еще и инет упал недавно, хорошо хоть автоответчик сказал что есть проблема, к другим не дозвонишся порой, особенно раздражает билайновский ляляля на 5 минут, потом еще и ждите 40 своей очереди, а у мну телефон тарифицируется).",1
"Ростелеком, я вас ненавижу!!! Самый убогий интернет провайдер!!! Все под себя подмяли! Был абонентом МТТ, горя не знал. Сожрали МТТ, и понеслось..... скорости нет, с клиентами работать не хотят!!!",1
"Скорость закачки 83 КБ/с, при тарифе 650 р. в месяц (Домашний Интернет) со скорость 80 мб/с (ночью 100 мб/с)
сижу жду пока закачается 150 мб, за 50 минут...?",1
"Я создал свой сайт! Взял в аренду хостинг! Захожу на сайт максимум на 1-2 минуты! И мой сайт становиться не доступным, хотя у остальных сайт работает как часы! Я написал в потдержку хостинга, они анализировали мой сайт, и сказали все отлично работает, и все же они нашли причину, они сказали что проблема в в вашем интернет провайлере! У меня Меафон модем 4G в чем проблема?",1
"Хуже чем интернет провайдер УКРТЕЛЕКОМ нет, сколько обращаешься по поводу скорости у них один ответ у вас сигнал приема отличный, но скорость стоит на 0-20Кбит/с.",1
"Отвратительный интернет, за что дерут 1000 рублей, под конец месяца вообще такое ощущение что режут скорость хотя тариф безлимитный",1
"нормальных слов нет , а матом для тирады дыхания не хватает
пинг больше 800 скорость ноль целых ноль десятых",1
"Вчера вечером Интернет от Укртелекома лежал, максимум 10% от заявленной скорости получалось, впрочем подобные параличи уже давно не редкость у этого провайдера. И никакая смена DNS вам в такой ситуации не поможет (проверенно неоднократно). DNS вообще не влияет ни на скорость ни на пинг, он лишь улучшает отклик на Ваш запрос.",1
"Отличнейший провайдер!! Сравнить правда не с чем, однако нареканий нет, даже однажды деньги возвращяли за простой в сети!",0
"Не пашет эта чудесная услуга, 3 раза подключал - толку никакого, как было 4МБит там и осталось. Никаких чудесных 51МБит не наблюдается.",1
это самый плохой провайдер какого я знаю была бы возможность провести тел не замарачивался сменил бы  от дал  7500 ЗА ПОДКЛЮЧЕНИЕ УЖЕ ГОД ПЛАТИМ ПО 750 Р В МЕСЯЦ А СКОРОСТЬ ВМЕСТО 10  ТО 4  ТО 2 ТО 1 ТО 0.5 МЕРЯЮ НА СПИДТЕСТЕ ОНИ САМИ ТАМ МЕРЯЮТ А МАСТЕРА ПЫТАЮТСЯ СВАЛИТЬ НА КОМП У МЕНЯ КОМП КРУЧЕ ЧЕМ У НИХ АППКРАТУРА РАЗ В 20 ТОЧНО,1
Сначала как появился 3G в Ярославле было полный отстой!!! последние дня 3-4 ночью скорость подняли до 100-150КВ было 5-15КВ днем  15-30КВ было 1-10КВ ПОСМОТРИМ ДАЛЬШЕ ЧТО БУДЕТ....,1
у вас не стабильный интернет очень плохая связь приходиться от вас отказаться. Невозможно работать  с вашим интернетом,1
"В Минске выбирать провайдера дело неблагодарное. Очень многое зависит от качества линий связи, от состояния АТС, а от провайдера особо ничего не зависит, потому что в Минске один провайдер, который раздаёт Нет и людям, и другим провайдерам, и это Белтелеком, а Байфлай его родственник. Но на качестве это не сильно отражается, потому что оно в любом случае очень низкое. Если у кого к дому уже протянуто оптоволокно - всё будет здОрово в любом случае. А лично мне приходится сидеть на старых телефонных линиях, которые сбоят и не дают скорости сколько бы и у кого не заказывал. Так что минский интернет - это не провайдер, а как повезёт. Мне не повезло..",1
"скорость в подключениях 52 мбита, а на самом деле входящая даже 1 мбита нету, исходящая еле еле перевалила за 1 мбит",1
"И все таки это лучший провайдер (да и оператор сети)!
Сбоев нет, скорость держит, а еще очень вежливый колл центр.",0
"Заявленная скорость 60 мБит/с. Реально достигается очень редко, может в ночь со вт на ср. В выходные редко больше 10 мБит/с входящая и 3 мБит исходящая. Бывают периоды, когда сеть падает почти ежедневно, на 10 мин, на пол-часа, на час. Сейчас вроде тьфу-тфу, уже почти месяц. В остальном все великолепно, поддержка, сервис, возможности подключений.",1
"Херня этот интернет, совсем обнаглели! Каждую неделю он отключается, КАЖДУЮ!!! за что деньги платят? Я понять не могу!? Трубки перестали с моего номера брать! Уже недели 2 дозвониться не могу! Это нормально? Если бы знала, что такой интернет будет, не подключала бы!!!",1
по тарифу у меня скорость должна быть 512 Кбит/с а выдают от 80 до 180 Кбит/с Жаль что другового нет провайдера у нас тут.а это плохой правайдер.,1
"Пользуюсь услугами Ринет с самого начала его появления в нашем районе. Наверно, не менее 20 лет уже. Менять не собираюсь. хотя звонят и агитируют регулярно. Наоборот, сосватал Ринет двум своим знакомым, за что и получил скидку. Имею внешний адрес, скорость нормальная, вот только померил здесь: 90вход/90выход Мбит/сек. За эти 20 (или около того) лет обращался раза 3-4, не более. Всё путём, всё работает.
Спасибо сотрудникам и сисадминам Rinet за их труд!",0
"Спасибо вам, за вашу работу и скорость! Очень нравится! Практический никаких сбоев не бывает! И главное за такую скорость и платить не жалко!",0
"ужасный провайдер. Больше года пытаюсь добиться у них обещанной скорости, и все бестолку. Реальная скорость в 10 раз меньше заявленной.Давно бы убежал от них да некуда. А с другой стороны пусть будут такие горекомпании. Молодым толковым конкурентам легче работать будет.",1
"За сегодняшний день 11.1.14 заявленная скорость в договоре 40 мбт мною была получена всего 2 раза по 15-20мин и это в промежутке с 9 утра до 17 часов. Техподдержка откровенное хамло, трепло и полная некомпетентность. Того инфолайна который был в 2008 и рядом нет и больше не будет. Качество сервиса сейчас реально на 2 балла. Смысла связываться с отделом качества не вижу т.к. они и так знают что у них в компании бардак и ничего не делают и не хотят делать.",1
"МГТС является моим провайдером уже более 10- ти лет, сейчас пользуюсь услугой GPON, скорость
30 Мб\с. Ежемесячная оплата около 350 рублей, включая телевидение, скорость при «интернет-серфинге» более чем необходимая. Загрузки в Стиме выдают 8-10 Мб\с, а, например, в Battle.net более 20-ти. Я доволен своим тарифом и рекомендую его всем, кто хочет подключить быстрый интернет за низкую цену. Удачи тебе, читающий это.",1
"Пользуюсь 3G модемом от мтс,хочется чтоб все руководство компании получало бы точно такое же качество услуг,какое они оказывают своим абонентам!Качество ни когда не было на высоте,но последние 6 месяцев интернета просто нет.На все обращения в поддержку один ответ:мы видим что у вас проблема будем проверять.И все ни каких подвижек.
 Не пользутесь услугами мтс если вам дороги ваши нервы!",1
"Подключил услугу 3 в 1 от провайдера Dom.ru.
Телефон, интернет и кабельное телевидение. В принципе всё устраивает, но по скорости мне кажется выдает меньше чем обещают.",1
"Скорость слабая, провода плохие, распределитель - ржавая коробка, интернет часто пропадает!
Хорошим интернетом не назову: ГТА 5 качалась 1 месяц, при работе торрента, на интернете невозможно сидеть, после других интернетов, понимаю ущербность этого...",1
"это не провайдер интерната, а просто отстой...
хуже Укртелекома нет никого!
при заявленной скорости до 5 Мб, дают не более 2Мб...за что я плачу?
ни в коем случае не подключайтесь к нему, лучше вообще не иметь интернета, чем тот который предоставляет укртелеком...",1
Ооочень плохой провайдер скорость по тарифу должна быть 5 мб/сек а у меня 11 кб/сек Ужас Хочется чтобы эта компания сгорела,1
"Очень хороший и быстрый провайдер, один из самых быстрых у нас в городе. Доволен. Всем советую выбирать именно Билайн, так как у него высокая скорость, есть торренты, можно смотреть фильмы, скачивать музыку и много всего другого. Вообщем несобираюсь переходить на другой провайдер, по крайней мере последующие года.",0
"Редкостные плохие дяди, таких наглых халтурщиков нет наверное во всем мире. Скорость ниразу не соответствовала заявленной, в тех поддержке 2 дежурных ответа: ""сносите винду""  и ""ведутся тех работы"". Слов нет.",1
"ADSL - oборудование старое и линии не выдерживают. Тариф до 16 Мбит/с снизили скорость на 2-2.5 Мбит/с Тех поддержка вежливая, но сделать ничего не могут. Выходные и вечера без Интернета, т.к. постоянные разрывы. Последнее время ограничен доступ ко многим сайтам и ресурсам в сети Интернет. Куда Ростелеком деньги тратит?",1
"Интернет работает не плохо. Очень редко бывают перебои. Если такое и случается, то сразу звоним на горячую линию и все быстро исправляют. В целом - доволен. Для своей стоимости работает нормально.",0
"Использовал Теле2 4G мобильный интернет с модема в ноутбуке, в течении ноября в Калужской области, Московской области и в Краснодаре.Везде проблем не возникало. Онлайн ТВ смотрел без проблем.",0
"Кабинет- самый поганый провайдер, скорость через VPN до 150 кбит/сек даже с внутреннего ресурса, если баланс отрицательный, то электронку не посмотреть, постоянные проблемы со связью. Телефон тех поддержки часто бесполезен, предлагают по е-mail заявку отправлять, а если нет инета, то как????",1
"Всем привет!
Отзыв предельно положительный!
Случилось мне сменить место жительства и с этим всем делом - провайдера! 
Выбор пал  на Онлайм по совокупности факторов (количество отзывов + процент положительных из них!)...
Подключение максимально оперативное, персона учтивый и внимательный.
Роутер предоставили бесплатно.
И теперь самое главное - скорость инета по вайфай: до 200 м/бит  -- - ---  в реальности 140 -190! - что меня крайне устраивает!
Надеюсь - на то что и в дальнейшем моё сотрудничество с компанией онлайм будет такое же как и сейчас!
На 15.09.2017 -это 10 из 10!
Спасибо!",0
"Обыкновенный совковый провайдер. Новые тарифы доступа - просто бред сумасшедшего. Они которые  позволяют работать, либо с большой скоростью 2048/512 и выше,  либо 128/128.
А раньше был 1024/512 и нормально работал.
Одним словом - все для народа и по его же ""желанию"".",1
"В августе 2011 года подключил дом.ру. Сейчас живу в ленинском. Тариф сочи 2.0, сказать что скорость маленькая-мало. Страницы открываются более менее нормально только в воскресенье с утра, ито не всегда. Когда жил на ниве, был ТТК, платил 390руб., ни разу никаких косяков небыло. Вообщем звонил несколько раз с службу поддежки, менеджеры сидят там гундят, реально на поставленный вопрос всякую фигню собирают. Короче ДОМ.ру это не провайдер, это-сбор бабла. Никогда не пользуйтесь и нервы будут впоряде.",0
"Скорость на высоте. Игрушки? Да запросто. Видео в 1080p - да на минуту вперед загружает! А вот техподдержка не очень порадовала: слишком ""для чайников"" объясняют. Я, к слову, в компьютерах неплохо-таки разбираюсь. Обмануть/подставить/вытянуть деньги за услугу ни разу не пытались. Хочу поблагодарить всех работников Дом.ru за услуги. Спасибо вам!",0
"это не инет-это издевательство. Люди-лучше не подключайтесь-получите кучу негатива и не более. Скорость так себе,часто падает,часто сбои в сети. Техподдержка, можно сказать, отсутствует. Звонить оператору это вообще смех-говорят одно-делают другое. могут свободно отключить инет или тв, передается средства куда-то, якобы долг. Отключиться это вообще проблема-сначала запишитесь на приём) приходите и Вам скажет старший специалист типа, мы сегодня не расторгаем, хотя предварительно звонил и записался. (Так ответила ведущий специалист Хисамутдинова Альфия Рафкатовна). Вообщем концов не найти-неделю расторгали договор. Через суд легче или защиту прав потребителей... Написал как было и я оказывается далеко не единственный-в офисе очередь с аналогичными проблемами.",1
"Пользуюсь мобильным интернетом уже 1 год,тариф
3G+Коннект 50 Гб.За эти последние 2 месяца интернет просто не узнать,страницы с большим трудом открываются,а скачивать файл весом 700 Кб можно 30 минут,хотя на тарифе ещё есть 40 Гб трафика.Неужели в этом виноват Tele2?И теперь так всегда будет?Коротко говоря,ещё месяц использования и подключаюсь к Мегафону.Качество сигнала отличное (-59 dBm).",1
"Добрый день, все началось с не малого наверно лет 4-5 назад. Мы сменили наверно уже роутеров 5-7 за это время. И каждый раз по более удивительным причинам. Первый роутер якобы был бракованный, поставили второй, тот тоже не долго прожил, заменили якобы сломался, третий успешно заменили по причине устаревшей модели, поставили новее, тот начал тупить. приехал супер пупер мастер сказал «, а эти роутеры слабые ибо новые» и сменил опять на старый, и так далее до сегодняшних дней. Значит как и у некоторых других людей тут написавших, у нас имеется проблема "" На кабеле скорость есть, на вай фай нету даже половины», ради прикола стала скачивать разные нужные мне тяжёлые файлы с разных сайтов и на не удивление мне все как один- идём на взлёт как хорошо 3метра скачка файла (согласна смешно 3 метра едрен батон от заявленых 150+) и потом резко уходит в 0, стоим сёк 5 и сново взлетаем. Забавная картина. Итак стандартная картина как обычно вызов мастера "" приезжает дядя», идет смотреть провода по дому (зачем если по кабелю все хорошо). Далее начинается самое интересное «, а у вас все хорошо, давайте сменим роутер, наверное в нем проблема» НАВЕРНОЕ «?. Ок ставим роутер» Дядя уходит, через день такая же ерунда. Звоним в поддержку и тут нам выдают
1. у вас наверное роутер далеко от вай фай устройств
Ответ: нет максимум 3-4 метра по квартире.
2. У вас наверное на пути вай фай сети какие-то устройства стоят типа чайников и микроволновок которое сеть перебивает.
Ответ: WTF Что что, а в туалете и в ванной такого не держим, да и вообще такое первый раз слышим.

И наконец самое забавное:
3. Так у вас Зеркало в коридоре висит — вот оно у нас и перебивает раздачу вайфай сети по квартире.
Тут уши в трубочку и свернулись.
В общем итог проблема осталась той же. Летом ещё реально сидеть на интернете. Но зимой можно попрощаться — у нас наверно зеркало замерзает и лёд не даёт сети проходить через него =)",1
